-0.031395037	-0.02223731	-0.01183626	-0.012584756	-0.05074337	-0.031366687	-0.061343934	0.018712899	0.01541293	0.0684807	-0.05475925	-0.010550591	0.04501787	0.06281733	-0.07229222	-0.030522753
-0.10744726	0.100065626	0.09370501	-0.12125074	-0.13273655	0.06827938	0.039461307	0.07274328	-0.086713135	-0.11798518	-0.113840416	0.062278084	0.0978938	-0.003803494	-0.157298	-0.07553995
-0.1660487	0.06440803	0.15766102	-0.15061732	-0.19860615	0.08429692	0.095788814	0.13805607	-0.10819773	-0.18929246	-0.11842211	0.074815765	0.16491488	-0.05584932	-0.21723677	-0.04680148
0.42132992	-0.32485127	-0.5174362	0.4212636	0.5017467	-0.18108173	-0.2657154	-0.4650901	0.39470834	0.38707322	0.42983577	-0.21187724	-0.4613083	0.23369245	0.5045396	0.1599619
-0.011850054	-0.037814718	-0.086146854	0.015919784	0.0068555074	0.027552951	-0.033458307	0.0036358705	0.010824652	0.010873801	0.034227	0.05919513	-0.021235464	-0.016977947	0.050712746	-0.10010742
-0.0729045	0.06354692	0.031026473	-0.046156786	-0.1190997	-0.008546766	0.055508252	0.05569721	-0.103345804	-0.025885386	-0.08496458	0.12176186	0.12082156	-0.0010827128	-0.04054092	-0.13156645
0.3746045	-0.3295464	-0.44043204	0.3701985	0.40888056	-0.3478308	-0.30678976	-0.40788987	0.39320385	0.4591508	0.39052084	-0.16719222	-0.29871544	0.29224372	0.46320638	0.11389017
-0.08180983	0.03491696	0.03454817	-0.1029212	-0.029357124	0.059512146	0.106894314	0.0646305	-0.06353906	-0.06286668	-0.09278285	0.07683002	0.04691488	-0.04964271	-0.059143692	-0.08216222
0.32837242	-0.23600769	-0.35734892	0.34683418	0.35708568	-0.3238566	-0.26333472	-0.38513651	0.3073994	0.3899568	0.379556	-0.07148301	-0.32320625	0.28967083	0.35641167	0.08680884
-0.010997321	-0.00750694	0.0017823312	-0.029550591	0.019329797	-0.031934284	-0.048230484	-0.02924372	0.035712287	0.010451742	0.048143614	-0.045237593	-0.0472143	-0.0060097384	0.010998147	0.02357853
0.3751329	-0.39160147	-0.48702437	0.4095494	0.40601164	-0.2761171	-0.24922611	-0.4741379	0.41860786	0.40382713	0.37936354	-0.18653126	-0.42585668	0.32655197	0.4522408	0.1707844
-0.10659495	0.08716875	0.029742787	-0.042227514	-0.07039053	-0.011018059	0.051181726	0.052226882	-0.042877365	-0.090548195	-0.09379247	0.07848885	0.047717597	-0.0024655072	-0.08160465	0.007100568
0.1865004	-0.22454599	-0.27676558	0.25011864	0.28719383	-0.08425901	-0.16471195	-0.3172653	0.23233168	0.291189	0.22841024	-0.16340744	-0.27419248	0.16276078	0.2555598	0.04941991
